Name,Rating,Rating Count,Category,Full Address,Phone Number,Source City,Scrape Date
whisked_priyaravi,4.8,22.0,Bakery and Cake Shop,"Shop No. 125, 1st Floor, Abalashram Building, DV Gundappa Rd, Basavanagudi, Bengaluru, Karnataka 560004",073494 92708,Byatarayanpur,2025-04-03 02:24:37
abCoffee Brigade Magnum,4.9,135.0,Bakery and Cake Shop,"Ground Floor, International Airport Road, Kodigehalli Gate, NH-44, Amrutahalli, Hebbal, Bengaluru, Karnataka 560092",086554 17429,Byatarayanpur,2025-04-03 02:24:37
Bharamlingeswara Condiments,4.0,1.0,Bakery and Cake Shop,"Dasarahalli Main Rd, Rachenahalli, Thanisandra, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",097416 03036,Byatarayanpur,2025-04-03 02:24:37
"Chai Point - Brigade Magnum, Bengaluru",4.4,107.0,Bakery and Cake Shop,"Unnamed Road, Amruthnagar, Byatarayanapura, Bengaluru, Karnataka 560092",080 6986 7192,Byatarayanpur,2025-04-03 02:24:37
Pavitra Bakery & Condiments,4.0,23.0,Bakery and Cake Shop,"Unnamed Road, Amruthnagar, Byatarayanapura, Bengaluru, Karnataka 560092",080 6986 7192,Byatarayanpur,2025-04-03 02:24:37
"Frozen Bottle - Milkshakes, Desserts, and Ice Cream",4.2,239.0,Dessert shop,"Dasarahalli Main Rd, next to Vodafone office, Sahakar Nagar, Bengaluru, Karnataka 560092",080 4371 1643,Byatarayanpur,2025-04-03 02:24:37
abCoffee Brigade Opus,5.0,26.0,Bakery and Cake Shop,"Ground Floor, Gate, 70, 401, Kodigehalli Main Rd, Hebbal, Bengaluru, Karnataka 560092",086554 17438,Byatarayanpur,2025-04-03 02:24:37
Pistoria Institute of Baking,4.0,1.0,Patisserie,"Ground Floor, Gate, 70, 401, Kodigehalli Main Rd, Hebbal, Bengaluru, Karnataka 560092",086554 17438,Byatarayanpur,2025-04-03 02:24:37
Ammus Bakes & Sweets,3.4,8.0,Store,"No. 47/1 12th A Cross, Dasarahalli Main Rd, Bhuvaneswari Nagar, Bengaluru, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
Yaksheshwari Condiments,3.8,6.0,Bakery and Cake Shop,"4, ThandeyaNeralu Complex, 15th Cross Road, Dasarahalli Main Rd, Bhuvaneswari Nagar, Bengaluru, Karnataka 560024",097319 21522,Byatarayanpur,2025-04-03 02:24:37
Kaggis Bakery,4.1,2508.0,Bakery and Cake Shop,"271, 50 Feet Main Rd, Hanumanthnagar, Banashankari 1st Stage, Banashankari, Bengaluru, Karnataka 560019",N/A,Byatarayanpur,2025-04-03 02:24:37
Café Coffee Day,3.9,1296.0,Cafe,"2443, 60 Feet Ward No. 7, Dasarahalli Main Rd, opposite Nilgiris Super Mart, Sahakar Nagar, Bengaluru, Karnataka 560092",1800 102 5093,Byatarayanpur,2025-04-03 02:24:37
Sri Manjunatha Juice And Chats,5.0,1.0,Bakery and Cake Shop,"2443, 60 Feet Ward No. 7, Dasarahalli Main Rd, opposite Nilgiris Super Mart, Sahakar Nagar, Bengaluru, Karnataka 560092",1800 102 5093,Byatarayanpur,2025-04-03 02:24:37
Sri Raghavendra Bakery,3.8,4.0,Bakery and Cake Shop,"3J46+CJ3, Nada Prabhu Kempe Gowda Main Rd, Mariyannapalya, Dasarahalli, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
Bilal Bakery,4.3,472.0,Bakery and Cake Shop,"Shop No. 92/25, Near Shivaji Nagar Circle, Chandani Chowk Road,, Shivajinagar, Venkataswamy Naidu Rd, Swamy Shivanandapuram, Shivaji Nagar, 90, Chandni Chowk Rd, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051",098863 37504,Byatarayanpur,2025-04-03 02:24:37
Malabar Cafe,3.3,13.0,Bakery and Cake Shop,"Shop No. 92/25, Near Shivaji Nagar Circle, Chandani Chowk Road,, Shivajinagar, Venkataswamy Naidu Rd, Swamy Shivanandapuram, Shivaji Nagar, 90, Chandni Chowk Rd, Swamy Shivanandapuram, Shivaji Nagar, Bengaluru, Karnataka 560051",098863 37504,Byatarayanpur,2025-04-03 02:24:37
Family pastry,,,Bakery and Cake Shop,"mariyappana palya, Dasarahalli, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",N/A,Byatarayanpur,2025-04-03 02:24:37
Sri Manjunatha Juice And Condiments,5.0,1.0,Bakery and Cake Shop,"Maruthi Layout, Dasarahalli, Bengaluru, Byatarayanapura CMC and OG Part, Karnataka 560024",070222 49066,Byatarayanpur,2025-04-03 02:24:37
Sheshadri Snacks,5.0,1.0,Bakery and Cake Shop,"10, Muni Kempnna Layout Rd, Mariyannapalya, Hebbal Kempapura, Byatarayanapura CMC and OG Part, Bengaluru, Karnataka 560024",096862 98357,Byatarayanpur,2025-04-03 02:24:37
Bake11 Bento cakes,4.8,202.0,Cake shop,"1st Main Rd, RMV 2nd Stage, Ashwath Nagar, Armane Nagar, Bengaluru, Karnataka 560006",096068 69111,Byatarayanpur,2025-04-03 02:24:37
Chai garam jaggery,5.0,5.0,Bakery and Cake Shop,"2812, near Bajaj finance, behind Swathi garden hotel, E Block, Sahakar Nagar, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Fatima Bakery & Super Market,3.9,832.0,Bakery and Cake Shop,"41, Castle St, opp. Narayana Nethralaya, 2nd Block, Ashok Nagar, Bengaluru, Karnataka 560025",080 2551 0378,Byatarayanpur,2025-04-03 02:24:37
L.V. Iyengar's Bakery,,,Bakery and Cake Shop,"41, Castle St, opp. Narayana Nethralaya, 2nd Block, Ashok Nagar, Bengaluru, Karnataka 560025",080 2551 0378,Byatarayanpur,2025-04-03 02:24:37
Albert Bakery,4.2,3625.0,Bakery and Cake Shop,"93, Mosque Rd, Cleveland Town, Frazer Town, Bengaluru, Karnataka 560005",098861 65349,Byatarayanpur,2025-04-03 02:24:37
Vignesh Bakery and Sweets,3.3,10.0,Bakery and Cake Shop,"93, Mosque Rd, Cleveland Town, Frazer Town, Bengaluru, Karnataka 560005",098861 65349,Byatarayanpur,2025-04-03 02:24:37
Sri ಬ್ರಹ್ಮಲಿಂಗೇಶ್ವರ Bekry,,,Bakery and Cake Shop,"24, Kodigehalli Main Rd, Sahakar Nagar, Sanjeevini Nagar, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
Bismilla bakery,,,Bakery and Cake Shop,"205, Talacauvery Layout, Amrutahalli, Byatarayanapura, Bengaluru, Karnataka 560092",N/A,Byatarayanpur,2025-04-03 02:24:37
The Belgian Waffle Co,4.0,603.0,Dessert,"Century Corbel, 20th Main Rd, Park View Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",063632 82466,Byatarayanpur,2025-04-03 02:24:37
VB Bakery,4.1,4786.0,Bakery and Cake Shop,"Century Corbel, 20th Main Rd, Park View Layout, Sahakar Nagar, Bengaluru, Karnataka 560092",063632 82466,Byatarayanpur,2025-04-03 02:24:37
CHAKS CAKES & BAKES,5.0,23.0,Cake shop,"Siva Kumar Appartment, B1, Dr Solomon St, Rajaji Nagar, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
FB Cakes Pallavaram,4.1,716.0,Bakery and Cake Shop,"BUS STOP, Great Southern Trunk Rd [NH45], Pallavaram, Chennai, Tamil Nadu 600043",073055 30555,Pallāvaram,2025-04-03 02:33:02
Deeu Cakes,4.9,167.0,Cake shop,"1/7, Siva Sankaran St, Rajaji Nagar, Pallavaram, Chennai, Tamil Nadu 600043",095975 79705,Pallāvaram,2025-04-03 02:33:02
Luxury Cakes,4.9,272.0,Cake shop,"No:49, Pozhichalur, First Main Rd, Pammal, Chennai, Tamil Nadu 600075",089395 22888,Pallāvaram,2025-04-03 02:33:02
Remo bakery,4.1,98.0,Bakery and Cake Shop,"Pallavaram, Chennai, Tamil Nadu 600043",086672 43822,Pallāvaram,2025-04-03 02:33:02
Chaplin Cakes,4.8,528.0,Bakery and Cake Shop,"67, Nallathambi Main Rd, Anna Nagar, Lakshmi Narayana Nagar, Pammal, Chennai, Tamil Nadu 600075",072003 71726,Pallāvaram,2025-04-03 02:33:02
Joy The Cake Cafe,4.5,190.0,Bakery and Cake Shop,"19, Pammal Main Rd, Muthamizh Nagar, Pallavaram, Chennai, Tamil Nadu 600074",099621 79942,Pallāvaram,2025-04-03 02:33:02
McRennett,4.1,841.0,Bakery and Cake Shop,"15, Old Trunk Rd, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
Cake Waves,4.2,53.0,Bakery and Cake Shop,"7, Grand Southern Trunk Rd, Pallavaram, Chennai, Tamil Nadu 600043",072000 61254,Pallāvaram,2025-04-03 02:33:02
THE CAKE STORY,5.0,44.0,Bakery and Cake Shop,"No 20 a1, 1c, Dharga Rd, opposite AVNB MINE PARTY HALL, near subway, Sunnambu Colony, Old Pallavaram, Chennai, Tamil Nadu 600091",088388 73377,Pallāvaram,2025-04-03 02:33:02
Cake galaxy,5.0,35.0,Bakery and Cake Shop,"X566+CCR, No: 116, PV Vaithiyalingam Rd, Malliga Nagar, Thiruvalluvar Nagar, Old Pallavaram, Chennai, Tamil Nadu 600117",099406 27302,Pallāvaram,2025-04-03 02:33:02
The Brownie Studio,4.6,107.0,Bakery and Cake Shop,"No:22, Thiru Vi Ka St, Subramaniya, Pallavaram, Chennai, Tamil Nadu 600043",089396 21467,Pallāvaram,2025-04-03 02:33:02
REMO BAKERY,4.7,47.0,Bakery and Cake Shop,"40, Nallathambi Main Rd, Anna Nagar, Pammal, Chennai, Tamil Nadu 600075",086670 22781,Pallāvaram,2025-04-03 02:33:02
OVO & LATTE,4.8,197.0,Bakery and Cake Shop,"NO:124, PV Vaithiyalingam Rd, Zamin Pallavaram, Thiruvalluvar Nagar, Pallavaram, Chennai, Tamil Nadu 600043",097899 22211,Pallāvaram,2025-04-03 02:33:02
Home made Cakes by Bala Bakes,4.9,34.0,Cake shop,"53, Nallathambi Main Rd, Pammal, Chennai, Tamil Nadu 600075",070104 67036,Pallāvaram,2025-04-03 02:33:02
Call for cake,4.0,44.0,Cake shop,"63/2, PV Vaithiyalingam Rd, Malliga Nagar, Krishnapuram, Old Pallavaram, Chennai, Tamil Nadu 600043",098412 44159,Pallāvaram,2025-04-03 02:33:02
London Bakers,4.1,53.0,Bakery and Cake Shop,"no93, PV Vaithiyalingam Rd, Zamin Pallavaram, Tirumurugan Nagar, Pallavaram, Chennai, Tamil Nadu 600043",098848 60862,Pallāvaram,2025-04-03 02:33:02
S.V. Sweets & Bakers,4.4,1458.0,Bakery and Cake Shop,"X42V+XP4, Lakshmi Nagar, Radha Nagar, Chromepet, Chennai, Tamil Nadu 600044",098409 16058,Pallāvaram,2025-04-03 02:33:02
Ganesh Sweets & Bakery,4.6,14.0,Bakery and Cake Shop,"12, Chetty St, Sarah Nagar, Old Pallavaram, Chennai, St.Thomas Mount-cum-Pallavaram, Tamil Nadu 600043",099948 78701,Pallāvaram,2025-04-03 02:33:02
Fb Cakes Pammal,4.6,122.0,Cake shop,"X4GM+825, Pasumpon Nagar, Pammal, Chennai, Tamil Nadu 600075",089396 62002,Pallāvaram,2025-04-03 02:33:02
College Bakery,3.9,35.0,Bakery and Cake Shop,"66, Railway Station Rd, Subramaniya, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
CK's Bakery Pammal,4.6,363.0,Bakery and Cake Shop,"No:123, New No:145, Old, Pammal Main Rd, Pasumpon Nagar, Pammal, Chennai, Tamil Nadu 600075",078239 46060,Pallāvaram,2025-04-03 02:33:02
DKA Bakery,4.2,26.0,Bakery and Cake Shop,"No 1, Raman Jan street, 3rd St Extention, Shiva Shankar Nagar, Secretariat Colony, Pallavaram, Chennai, Tamil Nadu 600044",097104 04032,Pallāvaram,2025-04-03 02:33:02
Home Made Cravings,4.9,81.0,Bakery and Cake Shop,"G1, Gajapriya Homes, Thamirabarani St, near SM SUPERMARKET, Tiruthani Nagar, Old Pallavaram, Chennai, Tamil Nadu 600117",N/A,Pallāvaram,2025-04-03 02:33:02
"AR Bakery - Cakes, Sweets and Chats",4.4,111.0,Bakery and Cake Shop,"9, Nemilichery High Rd, Postal Colony, Postal Nagar, Chromepet, Chennai, Nemilicherry, Tamil Nadu 600044",N/A,Pallāvaram,2025-04-03 02:33:02
Cake Talk,3.6,64.0,Bakery and Cake Shop,"Chennai - Theni Hwy, Pallavaram, Chennai, Tamil Nadu 600043",098410 85599,Pallāvaram,2025-04-03 02:33:02
Jaya Bakery Sweets,4.7,7.0,Bakery and Cake Shop,"2, Indira Gandhi Rd, Pallavaram, Chennai, Tamil Nadu 600043",098417 41480,Pallāvaram,2025-04-03 02:33:02
Mimya's Homemade Cakes,5.0,6.0,Cake shop,"Rajendra Prasad St, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
JB CAKES,5.0,1.0,Cake shop,"Periakoluthuvancheri, opposite, Siva Sankaran St, opposite Chennai, Rajaji Nagar, Pallavaram, Chennai, Tamil Nadu 600122",N/A,Pallāvaram,2025-04-03 02:33:02
Mimya’s Homemade Cakes,5.0,3.0,Cake shop,"X4CX+W27, Rajendra Prasad St, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
SAI'S DESSERT STUDIO cake baking class,5.0,4.0,Bakery and Cake Shop,"1Pammal, main road, near to hotel mars, Pallavaram, Chennai, Tamil Nadu 600044",N/A,Pallāvaram,2025-04-03 02:33:02
Thy bakes,4.9,48.0,Cake shop,"24, Abdul Farook Sahib St, Mallika Nagar, Pallavaram, Chennai, Tamil Nadu 600043",080561 13708,Pallāvaram,2025-04-03 02:33:02
Ovenfresh,4.1,683.0,Bakery and Cake Shop,"Shop No 46, Pammal Main Rd, Sambanthanar Nagar, Pammal, Chennai, Tamil Nadu 600075",095000 73834,Pallāvaram,2025-04-03 02:33:02
Chocomans,4.3,664.0,Cake shop,"124, Grand Southern Trunk Rd, Lakshmi Nagar, Chromepet, Chennai, Tamil Nadu 600044",098849 14595,Pallāvaram,2025-04-03 02:33:02
Adyar Bakery & Sweet Shop,4.0,122.0,Bakery and Cake Shop,"168/4, Bus Stop, Pammal Main Rd, Allapakkam, Krishna Nagar, Aranganathan Nagar, Pammal, Chennai, Tamil Nadu 600075",044 4287 3141,Pallāvaram,2025-04-03 02:33:02
Cake couture (cloud kitchen),4.8,110.0,Pastries,"No.7, Thirupurkumaran St, Cholavaram Nagar, Central Bank Colony, Chromepet, Chennai, Tamil Nadu 600044",N/A,Pallāvaram,2025-04-03 02:33:02
Sri Vishnu Bakery,4.3,203.0,Bakery and Cake Shop,"169, Radha Nagar Main Rd, Doctors Colony, Chromepet, Chennai, Tamil Nadu 600044",094451 88416,Pallāvaram,2025-04-03 02:33:02
BB Bakes,5.0,23.0,Bakery and Cake Shop,N/A,093848 11210,Pallāvaram,2025-04-03 02:33:02
Simba Bakery,5.0,1.0,Bakery and Cake Shop,"4, PV Vaithiyalingam Rd, Velan Nagar, Krishnapuram, Old Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
AR BAKERY - Cakes and Sweets,4.7,15.0,Bakery and Cake Shop,"Anna Salai, Easwaran Nagar, Pammal, Chennai, Tamil Nadu 600075",099520 79507,Pallāvaram,2025-04-03 02:33:02
Nellai Thangarathinam Sweets,4.1,494.0,Bakery and Cake Shop,"48/B, Nallathambi Main Rd, Anna Nagar, Pammal, Chennai, Tamil Nadu 600075",090949 72629,Pallāvaram,2025-04-03 02:33:02
Cake nest,5.0,58.0,Bakery and Cake Shop,"Radha Nagar, Chromepet, Chennai, Tamil Nadu 600044",072003 65574,Pallāvaram,2025-04-03 02:33:02
MD ButterStudio,5.0,8.0,Bakery and Cake Shop,"Kalaivanar NSK street, Rajparis Ramnivas, Dharga Rd, Zamin, Pallavaram, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
The Cake Trioo,5.0,2.0,Cake shop,"3/7, Fathima St, Ram Nagar, Nehru Nagar, Secretariat Colony, Pallavaram, Chennai, Tamil Nadu 600043",084285 99367,Pallāvaram,2025-04-03 02:33:02
Bond By Bites,4.9,11.0,Bakery and Cake Shop,"No 26/A, Kamarajar High Road, Muthamizh Nagar, Pammal, Chennai, Tamil Nadu 600075",N/A,Pallāvaram,2025-04-03 02:33:02
The Baker's Touch,4.7,32.0,Bakery and Cake Shop,"22, 1st St, sapapathi nager, Nagalkeni, Pammal, Chennai, Tamil Nadu 600044",098419 89153,Pallāvaram,2025-04-03 02:33:02
Cake Square Chrompet - Cake Shop in Chennai,4.1,211.0,Cake shop,"183, Aabad Complex, first floor, Grand Southern Trunk Rd, opp. to Vettri Theatres, Chromepet, Chennai, Tamil Nadu 600044",099520 52333,Pallāvaram,2025-04-03 02:33:02
Rich 'n' Creamy,4.0,864.0,Cake shop,"197, Grand Southern Trunk Rd, Lakshmi Nagar, Chromepet, Chennai, Tamil Nadu 600044",072993 66766,Pallāvaram,2025-04-03 02:33:02
Apurva Sweets & Bakery,3.8,16.0,Bakery and Cake Shop,"Kamarajar street, 113, Pammal Main Rd, Chennai, Tamil Nadu 600075",N/A,Pallāvaram,2025-04-03 02:33:02
Eben Bakery,5.0,13.0,Bakery and Cake Shop,"No.2/29, 2nd Main Rd, New Colony, Chromepet, Chennai, Tamil Nadu 600044",096001 16979,Pallāvaram,2025-04-03 02:33:02
Cake World,4.5,15.0,Cake shop,"X43P+JR8, CLC Works Rd, Shankar Nagar, Pallavaram, Chennai, Tamil Nadu 600044",095000 07009,Pallāvaram,2025-04-03 02:33:02
Aruma Homemade cakes,5.0,11.0,Cake shop,"Jain's Alpine Meadows, Temple Town St, Tiruneermalai, Chennai, Tamil Nadu 600044",099620 75685,Pallāvaram,2025-04-03 02:33:02
Homies Bakes - Homemade Cakes & Brownies in Pallavaram,5.0,7.0,Cake shop,"Flat 21, Durga Street, Durga Nagar, Tambaram Sanatoruim, Tambaram Sanatorium, Chennai, Tamil Nadu 600047",N/A,Pallāvaram,2025-04-03 02:33:02
KISSAN BAKERY AND SWEETS,4.1,123.0,Bakery and Cake Shop,"46A, Anna Salai, Pammal, Chennai, Tamil Nadu 600075",099652 68183,Pallāvaram,2025-04-03 02:33:02
Shafiq home,5.0,1.0,Bakery and Cake Shop,"5A/10,Lathif colony, 3rd St, Zamin Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
Cocoa Crush,4.9,64.0,Cake shop,"172, Chennai - Theni Hwy, Chromepet, Chennai, Tamil Nadu 600044",063802 99207,Pallāvaram,2025-04-03 02:33:02
Shinchan Cakes,5.0,2.0,Bakery and Cake Shop,"Siva Sankaran St, Rajaji Nagar, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
Heartfelt Treats,5.0,1.0,Bakery and Cake Shop,"17/10, Mariamman Koil St, C.Pallavaram, Mallika Nagar, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
New Chennai Hot Puff,4.0,25.0,Cake shop,"48, Abdul Farook Sahib St, Essa, Pammal, Anna Nagar, Mallika Nagar, Pallavaram, Chennai, Tamil Nadu 600043",095660 59230,Pallāvaram,2025-04-03 02:33:02
Pink Loaf,4.8,30.0,Cake shop,"Radha Nagar Main Rd, Radha Nagar Extension, Panchayat Colony, Chromepet, Chennai, Tamil Nadu 600044",091769 96554,Pallāvaram,2025-04-03 02:33:02
The Prince Cakes,4.1,44.0,Bakery and Cake Shop,"No: 127, Pammal Main Rd, Gokulam Colony, Sambanthanar Nagar, Pammal, Chennai, Tamil Nadu 600075",095004 84515,Pallāvaram,2025-04-03 02:33:02
Venkateshwara Sweets & Bakery,3.1,8.0,Bakery and Cake Shop,"No 28/1 Periyapalayathamman kovil theru, Pallavaram, Chennai, Tamil Nadu 600043",091761 41746,Pallāvaram,2025-04-03 02:33:02
Sharon's Cakistry,5.0,15.0,Bakery and Cake Shop,"No 17 , G-1, Samayas Apartment Vembuliamman koil, 2nd Cross St, Zamin Pallavaram, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
Ponnusamy Bakery,5.0,1.0,Bakery and Cake Shop,"2, Muthumariyamman Koil Street Moongileri, Pammal, Chennai, Tamil Nadu 600075",099402 76717,Pallāvaram,2025-04-03 02:33:02
Sri Venkateshwara Sweet Bakery,4.0,5.0,Bakery and Cake Shop,"9, Natesan St, Perumal Nagar, Old Pallavaram, Chennai, Tamil Nadu 600117",097909 44657,Pallāvaram,2025-04-03 02:33:02
ALPHA KERALA HOT CHIPS,4.6,11.0,Bakery and Cake Shop,"112, Dharga Rd, Zamin Pallavaram, Thiruvalluvar Nagar, Pallavaram, Chennai, St.Thomas Mount-cum-Pallavaram, Tamil Nadu 600043",090940 98082,Pallāvaram,2025-04-03 02:33:02
Cake & Garnish,5.0,1.0,Cake shop,"58, Nallathambi Main Rd, Lakshmi Narayana Nagar, Pammal, Chennai, Tamil Nadu 600075",N/A,Pallāvaram,2025-04-03 02:33:02
The Orange Bakery,4.0,38.0,Bakery and Cake Shop,"75, no 4, Signal Office Rd, Anna Nagar, Pammal, Tamil Nadu 600074",095975 51406,Pallāvaram,2025-04-03 02:33:02
Sri Krishna Sweets & Bakery,4.0,1.0,Bakery and Cake Shop,"75, no 4, Signal Office Rd, Anna Nagar, Pammal, Tamil Nadu 600074",095975 51406,Pallāvaram,2025-04-03 02:33:02
Venkateshwara Bakery,3.8,31.0,Bakery and Cake Shop,"X4GR+PXH, Nallathambi Main Rd, Anna Nagar, Pammal, Chennai, Tamil Nadu 600075",N/A,Pallāvaram,2025-04-03 02:33:02
Sri Mahaveer Sweets And Bakery,4.1,17.0,Bakery and Cake Shop,"Tiruneermalai Main Rd, Shiva Shankar Nagar, Nagalkeni, Chromepet, Chennai, Tamil Nadu 600044",074185 93464,Pallāvaram,2025-04-03 02:33:02
Cake View,4.1,111.0,Bakery and Cake Shop,"Chiranjeevi Towers, Bus Stand, Medavakkam Main Rd, Arulmurugan Nagar Extention, Thiruvalluvar Nagar, Keelkattalai, Chennai, Tamil Nadu 600117",099622 49891,Pallāvaram,2025-04-03 02:33:02
Cake Plaza,4.4,24.0,Cake shop,"No. 122A, CLC Works Rd, New Colony, Chromepet, Chennai, Tamil Nadu 600044",087545 51431,Pallāvaram,2025-04-03 02:33:02
New Sattur Sevu Kadai,4.5,6.0,Bakery and Cake Shop,"X4CR+Q7C, Jawaharlal Nehru Rd, Muthamizh Nagar, Pallavaram, Chennai, Tamil Nadu 600074",073583 06307,Pallāvaram,2025-04-03 02:33:02
THE BLACK PEARL,4.6,13.0,Bakery and Cake Shop,"15A, 68/85, Signal Office Rd, Mallika Nagar, Pammal, Chennai, Tamil Nadu 600075",090031 40407,Pallāvaram,2025-04-03 02:33:02
Melting Delightz,,,Bakery and Cake Shop,"15A, 68/85, Signal Office Rd, Mallika Nagar, Pammal, Chennai, Tamil Nadu 600075",090031 40407,Pallāvaram,2025-04-03 02:33:02
Shree Ashwini Sweets and Bakery,,,Bakery and Cake Shop,"27a, Bazaar Rd, Anna Nagar, Pallavaram, Chennai, Tamil Nadu 600043",N/A,Pallāvaram,2025-04-03 02:33:02
PERUMAL BAKERY & SWEETS,5.0,1.0,Bakery and Cake Shop,"X44R+MV4, Chambers Colony Rd, Chambers Colony, Chromepet, Chennai, Tamil Nadu 600044",N/A,Pallāvaram,2025-04-03 02:33:02
Shalom Cakes,5.0,2.0,Bakery and Cake Shop,"X4HQ+Q38, Mayor Chitti Babu St, Iyyappan Nagar, HL Colony, Pammal, Chennai, Tamil Nadu 600074",N/A,Pallāvaram,2025-04-03 02:33:02
HAP daily,5.0,1.0,Bakery and Cake Shop,"NO.15-B, Bajanai Koil St, C.Pallavaram, Pallavaram, Chennai, Tamil Nadu 600043",098417 16601,Pallāvaram,2025-04-03 02:33:02
Fb Cakes Madipakkam,4.0,882.0,Bakery and Cake Shop,"NO.15-B, Bajanai Koil St, C.Pallavaram, Pallavaram, Chennai, Tamil Nadu 600043",098417 16601,Pallāvaram,2025-04-03 02:33:02
New Land Bakery,4.4,7.0,Bakery and Cake Shop,"No.123A, CLC Works Rd, New Colony, Chromepet, Chennai, Tamil Nadu 600044",090941 39478,Pallāvaram,2025-04-03 02:33:02
BUNMAN Pallavaram,4.8,11.0,Dessert shop,"No.123A, CLC Works Rd, New Colony, Chromepet, Chennai, Tamil Nadu 600044",090941 39478,Pallāvaram,2025-04-03 02:33:02
Hemathecakelady,5.0,1.0,Bakery and Cake Shop,"No 2, 3rd, First Main Rd, Anakaputhur, Anna Nagar, Lakshmi Narayana Nagar, Pammal, Chennai, Tamil Nadu 600075",N/A,Pallāvaram,2025-04-03 02:33:02
Muscoth Halwa SJ (The Muscoth Halwa Recipe Founder’s Brand),4.4,25.0,Bakery and Cake Shop,"Super Saravana Stores - Chrompet, Chennai - Theni Hwy, Lakshmi Nagar, Shanthi Nagar, Chromepet, Chennai, Tamil Nadu 600044",098421 59590,Pallāvaram,2025-04-03 02:33:02
Cake Works Chrompet,4.1,32.0,Bakery and Cake Shop,"X43R+XF7, 2nd St, Reserve Bank Colony, Chromepet, Chennai, Tamil Nadu 600044",N/A,Pallāvaram,2025-04-03 02:33:02
Hot chips,5.0,1.0,Bakery and Cake Shop,"11, Pillaiyar Koil St, Anna Nagar, Pallavaram, Chennai, Tamil Nadu 600044",N/A,Pallāvaram,2025-04-03 02:33:02
CakeZone,2.7,13.0,Bakery and Cake Shop,"GROUND FLOOR, NO. 6, SURVEY NO. 35/3 & 35/4, PAMMAL MAIN ROAD PAMMAL, CHENNAI, Pammal Mpty, Chennai, Tamil Nadu 600075",N/A,Pallāvaram,2025-04-03 02:33:02
Sweet Truth Chromepet,2.3,20.0,Bakery and Cake Shop,"No. 10/66A, C.L.C 8th Street Chamber Colony, 2nd Main Rd, Chromepet, Chennai, Tamil Nadu 600044",077100 55553,Pallāvaram,2025-04-03 02:33:02
VB Cakes,4.4,85.0,Bakery and Cake Shop,"No. 244, Velachery Rd, Lakshmi Puram, Velachery, Chennai, Tamil Nadu 600042",093840 00999,Pallāvaram,2025-04-03 02:33:02
Cakes and Berrys,4.3,305.0,Cake shop,"No. 244, Velachery Rd, Lakshmi Puram, Velachery, Chennai, Tamil Nadu 600042",093840 00999,Pallāvaram,2025-04-03 02:33:02
